Site,Location,Depth,Vial_num,Sample_ID,Sample_Date,Inc_month,Composite_num,Weight_mg,Weight_g,Volume_lake_water_L,NO3_spike_µg_L,NH3_spike_µg_L,Analyte,Spike_µg_L,Type,Goal_incubation_hrs,Incubation_start_time,Incubation_end_time,Actual_incubation_hrs,bin,Notes,NO2_NO3_mgNL,NH3_mgNL,Conc_mgNL,Flag,OM_g,OM_%,Percent_water,Sample_dryweight_g,AFDM_g,
BW_3m,BW,3,250,Sed_NA_178,2023-05-24,May,1,1940,1.94,0.025,,1200,NH3,1200,sediment,6,9:14,16:13,6:59,6,,,0.682,0.682,N,0.547,0.028,0.317,1.32502,0.03682527948,
BW_3m,BW,3,251,Sed_NA_179,2023-05-24,May,2,2030,2.03,0.025,,1200,NH3,1200,sediment,6,9:14,16:13,6:59,6,,,0.734,0.734,N,0.547,0.028,0.317,1.38649,0.03853366873,
BW_3m,BW,3,252,Sed_NA_180,2023-05-24,May,3,2040,2.04,0.025,,1200,NH3,1200,sediment,6,9:14,16:13,6:59,6,,,0.6459,0.6459,N,0.547,0.028,0.317,1.39332,0.03872348976,
SS_3m,SS,3,253,Sed_NA_181,2023-05-24,May,1,2060,2.06,0.025,,0,NH3,0,sediment,6,9:06,15:49,6:43,5,,,0.0116,0.0116,N,0.342,0.014,0.195,1.6583,0.02341639095,
SS_3m,SS,3,254,Sed_NA_182,2023-05-24,May,2,1960,1.96,0.025,,0,NH3,0,sediment,6,9:06,15:49,6:43,5,,,0.0071,0.0071,N,0.342,0.014,0.195,1.5778,0.02227967295,
SS_3m,SS,3,255,Sed_NA_183,2023-05-24,May,3,1900,1.9,0.025,,0,NH3,0,sediment,6,9:06,15:49,6:43,5,,,0.0116,0.0116,N,0.342,0.014,0.195,1.5295,0.02159764214,
SS_3m,SS,3,256,Sed_NA_184,2023-05-24,May,1,2090,2.09,0.025,,100,NH3,100,sediment,6,9:07,15:56,6:49,5,,,0.0183,0.0183,N,0.342,0.014,0.195,1.68245,0.02375740636,
SS_3m,SS,3,257,Sed_NA_185,2023-05-24,May,2,2070,2.07,0.025,,100,NH3,100,sediment,6,9:07,15:56,6:49,5,,,0.0118,0.0118,N,0.342,0.014,0.195,1.66635,0.02353006276,
SS_3m,SS,3,258,Sed_NA_186,2023-05-24,May,3,1970,1.97,0.025,,100,NH3,100,sediment,6,9:07,15:56,6:49,5,,,0.0349,0.0349,N,0.342,0.014,0.195,1.58585,0.02239334475,
SS_3m,SS,3,259,Sed_NA_187,2023-05-24,May,1,2000,2,0.025,,200,NH3,200,sediment,6,9:08,15:59,6:51,5,,,0.0676,0.0676,N,0.342,0.014,0.195,1.61,0.02273436015,
SS_3m,SS,3,260,Sed_NA_188,2023-05-24,May,2,2050,2.05,0.025,,200,NH3,200,sediment,6,9:08,15:59,6:51,5,,,0.0568,0.0568,N,0.342,0.014,0.195,1.65025,0.02330271915,
SS_3m,SS,3,261,Sed_NA_189,2023-05-24,May,3,2050,2.05,0.025,,200,NH3,200,sediment,6,9:08,15:59,6:51,5,,,0.0659,0.0659,N,0.342,0.014,0.195,1.65025,0.02330271915,
SS_3m,SS,3,262,Sed_NA_190,2023-05-24,May,1,1990,1.99,0.025,,500,NH3,500,sediment,6,9:10,16:03,6:53,6,,,0.2717,0.2717,N,0.342,0.014,0.195,1.60195,0.02262068835,
SS_3m,SS,3,263,Sed_NA_191,2023-05-24,May,2,1990,1.99,0.025,,500,NH3,500,sediment,6,9:10,16:03,6:53,6,,,0.3014,0.3014,N,0.342,0.014,0.195,1.60195,0.02262068835,
SS_3m,SS,3,264,Sed_NA_192,2023-05-24,May,3,1980,1.98,0.025,,500,NH3,500,sediment,6,9:10,16:03,6:53,6,,,0.2927,0.2927,N,0.342,0.014,0.195,1.5939,0.02250701655,
SS_3m,SS,3,265,Sed_NA_193,2023-05-24,May,1,2100,2.1,0.025,,800,NH3,800,sediment,6,9:12,16:07,6:55,6,,,0.4821,0.4821,N,0.342,0.014,0.195,1.6905,0.02387107816,
SS_3m,SS,3,266,Sed_NA_194,2023-05-24,May,2,2070,2.07,0.025,,800,NH3,800,sediment,6,9:12,16:07,6:55,6,"Large Rock, dont shake",,0.4664,0.4664,N,0.342,0.014,0.195,1.66635,0.02353006276,
SS_3m,SS,3,267,Sed_NA_195,2023-05-24,May,3,1990,1.99,0.025,,800,NH3,800,sediment,6,9:12,16:07,6:55,6,,,0.5157,0.5157,N,0.342,0.014,0.195,1.60195,0.02262068835,
SS_3m,SS,3,268,Sed_NA_196,2023-05-24,May,1,2080,2.08,0.025,,1200,NH3,1200,sediment,6,9:14,16:12,6:58,6,,,0.759,0.759,N,0.342,0.014,0.195,1.6744,0.02364373456,
SS_3m,SS,3,269,Sed_NA_197,2023-05-24,May,2,2060,2.06,0.025,,1200,NH3,1200,sediment,6,9:14,16:12,6:58,6,,,0.7658,0.7658,N,0.342,0.014,0.195,1.6583,0.02341639095,
SS_3m,SS,3,270,Sed_NA_198,2023-05-24,May,3,2040,2.04,0.025,,1200,NH3,1200,sediment,6,9:14,16:12,6:58,6,,,0.7516,0.7516,N,0.342,0.014,0.195,1.6422,0.02318904735,
BW_10m,BW,10,271,Sed_NA_199,2023-05-24,May,1,2110,2.11,0.025,,0,NH3,0,sediment,6,9:06,15:39,6:33,5,,,0.0088,0.0088,N,1.111,0.061,0.394,1.27866,0.07743686884,
BW_10m,BW,10,272,Sed_NA_200,2023-05-24,May,2,2070,2.07,0.025,,0,NH3,0,sediment,6,9:06,15:39,6:33,5,,,0.0152,0.0152,N,1.111,0.061,0.394,1.25442,0.07596887133,
BW_10m,BW,10,273,Sed_NA_201,2023-05-24,May,3,1940,1.94,0.025,,0,NH3,0,sediment,6,9:06,15:39,6:33,5,,,0.0091,0.0091,N,1.111,0.061,0.394,1.17564,0.07119787941,
BW_10m,BW,10,274,Sed_NA_202,2023-05-24,May,1,2160,2.16,0.025,,100,NH3,100,sediment,6,9:07,15:51,6:44,5,,,0.0064,0.0064,N,1.111,0.061,0.394,1.30896,0.07927186573,
BW_10m,BW,10,275,Sed_NA_203,2023-05-24,May,2,1900,1.9,0.025,,100,NH3,100,sediment,6,9:07,15:51,6:44,5,,,0.0163,0.0163,N,1.111,0.061,0.394,1.1514,0.06972988189,
BW_10m,BW,10,276,Sed_NA_204,2023-05-24,May,3,2020,2.02,0.025,,100,NH3,100,sediment,6,9:07,15:51,6:44,5,,,0.0088,0.0088,N,1.111,0.061,0.394,1.22412,0.07413387444,
BW_10m,BW,10,277,Sed_NA_205,2023-05-24,May,1,2190,2.19,0.025,,200,NH3,200,sediment,6,9:08,15:57,6:49,5,,,0.0068,0.0068,N,1.111,0.061,0.394,1.32714,0.08037286387,
BW_10m,BW,10,278,Sed_NA_206,2023-05-24,May,2,1930,1.93,0.025,,200,NH3,200,sediment,6,9:08,15:57,6:49,5,,,0.0086,0.0086,N,1.111,0.061,0.394,1.16958,0.07083088003,
BW_10m,BW,10,279,Sed_NA_207,2023-05-24,May,3,2050,2.05,0.025,,200,NH3,200,sediment,6,9:08,15:57,6:49,5,,,0.0172,0.0172,N,1.111,0.061,0.394,1.2423,0.07523487257,
BW_10m,BW,10,280,Sed_NA_208,2023-05-24,May,1,2020,2.02,0.025,,500,NH3,500,sediment,6,9:10,16:02,6:52,5,,,0.0202,0.0202,N,1.111,0.061,0.394,1.22412,0.07413387444,
BW_10m,BW,10,281,Sed_NA_209,2023-05-24,May,2,1960,1.96,0.025,,500,NH3,500,sediment,6,9:10,16:02,6:52,5,,,0.0289,0.0289,N,1.111,0.061,0.394,1.18776,0.07193187816,
BW_10m,BW,10,282,Sed_NA_210,2023-05-24,May,3,1900,1.9,0.025,,500,NH3,500,sediment,6,9:10,16:02,6:52,5,,,0.0217,0.0217,N,1.111,0.061,0.394,1.1514,0.06972988189,
BW_10m,BW,10,283,Sed_NA_211,2023-05-24,May,1,2080,2.08,0.025,,800,NH3,800,sediment,6,9:11,16:08,6:57,6,,,0.0948,0.0948,N,1.111,0.061,0.394,1.26048,0.07633587071,
BW_10m,BW,10,284,Sed_NA_212,2023-05-24,May,2,1980,1.98,0.025,,800,NH3,800,sediment,6,9:11,16:08,6:57,6,,,0.1161,0.1161,N,1.111,0.061,0.394,1.19988,0.07266587692,
BW_10m,BW,10,285,Sed_NA_213,2023-05-24,May,3,2140,2.14,0.025,,800,NH3,800,sediment,6,9:11,16:08,6:57,6,,,0.0926,0.0926,N,1.111,0.061,0.394,1.29684,0.07853786698,
BW_10m,BW,10,286,Sed_NA_214,2023-05-24,May,1,2140,2.14,0.025,,1200,NH3,1200,sediment,6,9:13,16:12,6:59,6,,,0.2779,0.2779,N,1.111,0.061,0.394,1.29684,0.07853786698,
BW_10m,BW,10,287,Sed_NA_215,2023-05-24,May,2,2050,2.05,0.025,,1200,NH3,1200,sediment,6,9:13,16:12,6:59,6,Worm,,0.338,0.338,N,1.111,0.061,0.394,1.2423,0.07523487257,
BW_10m,BW,10,288,Sed_NA_216,2023-05-24,May,3,2050,2.05,0.025,,1200,NH3,1200,sediment,6,9:13,16:12,6:59,6,,,0.3033,0.3033,N,1.111,0.061,0.394,1.2423,0.07523487257,
GB0.5m,GB,0.5,289,Sed_NA_217,2023-05-25,May,1,2189,2.189,0.025,,0,NH3,0,sediment,6,9:18,16:17,6:59,6,,,0.0216,0.0216,N,0.194,0.006,0.238,1.666965121,0.009640124318,
GB0.5m,GB,0.5,290,Sed_NA_218,2023-05-25,May,2,2015.4,2.0154,0.025,,0,NH3,0,sediment,6,9:18,16:17,6:59,6,,,0.0373,0.0373,N,0.194,0.006,0.238,1.53476542,0.008875608292,
GB0.5m,GB,0.5,291,Sed_NA_219,2023-05-25,May,3,2044.5,2.0445,0.025,,0,NH3,0,sediment,6,9:18,16:17,6:59,6,,,0.0385,0.0385,N,0.194,0.006,0.238,1.556925624,0.009003761612,
GB0.5m,GB,0.5,292,Sed_NA_220,2023-05-25,May,1,2191.1,2.1911,0.025,,100,NH3,100,sediment,6,9:19,16:22,7:03,6,,,0.0945,0.0945,N,0.194,0.006,0.238,1.668564311,0.009649372496,
GB0.5m,GB,0.5,293,Sed_NA_221,2023-05-25,May,2,2153.3,2.1533,0.025,,100,NH3,100,sediment,6,9:19,16:22,7:03,6,,,0.101,0.101,N,0.194,0.006,0.238,1.639778892,0.009482905297,
GB0.5m,GB,0.5,294,Sed_NA_222,2023-05-25,May,3,2053.3,2.0533,0.025,,100,NH3,100,sediment,6,9:19,16:22,7:03,6,,,0.0868,0.0868,N,0.194,0.006,0.238,1.563626991,0.009042515881,
GB0.5m,GB,0.5,295,Sed_NA_223,2023-05-25,May,1,2125.7,2.1257,0.025,,200,NH3,200,sediment,6,9:20,16:26,7:06,7,,,0.1814,0.1814,N,0.194,0.006,0.238,1.618760968,0.009361357818,
GB0.5m,GB,0.5,296,Sed_NA_224,2023-05-25,May,2,2189.7,2.1897,0.025,,200,NH3,200,sediment,6,9:20,16:26,7:06,7,,,0.1982,0.1982,N,0.194,0.006,0.238,1.667498185,0.009643207044,
GB0.5m,GB,0.5,297,Sed_NA_225,2023-05-25,May,3,2127.1,2.1271,0.025,,200,NH3,200,sediment,6,9:21,16:26,7:05,7,,,0.1745,0.1745,N,0.194,0.006,0.238,1.619827094,0.00936752327,
GB0.5m,GB,0.5,298,Sed_NA_226,2023-05-25,May,1,2080.1,2.0801,0.025,,500,NH3,500,sediment,6,9:22,16:29,7:07,7,,,0.4333,0.4333,N,0.194,0.006,0.238,1.584035701,0.009160540244,
GB0.5m,GB,0.5,299,Sed_NA_227,2023-05-25,May,2,2040,2.04,0.025,,500,NH3,500,sediment,6,9:22,16:29,7:07,7,,,0.4201,0.4201,N,0.194,0.006,0.238,1.553498788,0.008983944089,
GB0.5m,GB,0.5,300,Sed_NA_228,2023-05-25,May,3,2149.8,2.1498,0.025,,500,NH3,500,sediment,6,9:22,16:29,7:07,7,,,0.4294,0.4294,N,0.194,0.006,0.238,1.637113576,0.009467491667,
GB0.5m,GB,0.5,301,Sed_NA_229,2023-05-25,May,1,2128.7,2.1287,0.025,,800,NH3,800,sediment,6,9:24,16:36,7:12,7,,,0.6642,0.6642,N,0.194,0.006,0.238,1.621045525,0.009374569501,
GB0.5m,GB,0.5,302,Sed_NA_230,2023-05-25,May,2,2195.6,2.1956,0.025,,800,NH3,800,sediment,6,9:24,16:36,7:12,7,,,0.6678,0.6678,N,0.194,0.006,0.238,1.671991147,0.00966919002,
GB0.5m,GB,0.5,303,Sed_NA_231,2023-05-25,May,3,2174.9,2.1749,0.025,,800,NH3,800,sediment,6,9:24,16:36,7:12,7,,,0.7167,0.7167,N,0.194,0.006,0.238,1.656227703,0.009578029411,
GB0.5m,GB,0.5,304,Sed_NA_232,2023-05-25,May,1,2097.8,2.0978,0.025,,1200,NH3,1200,sediment,6,9:26,16:37,7:11,7,,,1.0076,1.0076,N,0.194,0.006,0.238,1.597514587,0.009238489171,
GB0.5m,GB,0.5,305,Sed_NA_233,2023-05-25,May,2,2164.8,2.1648,0.025,,1200,NH3,1200,sediment,6,9:26,16:37,7:11,7,,,0.4223,0.4223,Y,0.194,0.006,0.238,1.648536361,0.00953355008,
GB0.5m,GB,0.5,306,Sed_NA_234,2023-05-25,May,3,2119.3,2.1193,0.025,,1200,NH3,1200,sediment,6,9:26,16:37,7:11,7,,,0.9706,0.9706,N,0.194,0.006,0.238,1.613887246,0.009333172895,
GB_3m,GB,3,307,Sed_NA_235,2023-05-25,May,1,2061.9,2.0619,0.025,,0,NH3,0,sediment,6,9:18,16:18,7:00,6,,,0.0025,0.0025,N,0.137,0.006,0.250,1.546425,0.009403695431,
GB_3m,GB,3,308,Sed_NA_236,2023-05-25,May,2,2096.9,2.0969,0.025,,0,NH3,0,sediment,6,9:18,16:18,7:00,6,,,0.0039,0.0039,N,0.137,0.006,0.250,1.572675,0.009563319729,
GB_3m,GB,3,309,Sed_NA_237,2023-05-25,May,3,2120.6,2.1206,0.025,,0,NH3,0,sediment,6,9:18,16:18,7:00,6,,,0.0017,0.0017,N,0.137,0.006,0.250,1.59045,0.009671408183,
GB_3m,GB,3,310,Sed_NA_238,2023-05-25,May,1,2059.2,2.0592,0.025,,100,NH3,100,sediment,6,9:19,16:23,7:04,6,,,0.008,0.008,N,0.137,0.006,0.250,1.5444,0.009391381557,
GB_3m,GB,3,311,Sed_NA_239,2023-05-25,May,2,2181.7,2.1817,0.025,,100,NH3,100,sediment,6,9:19,16:23,7:04,6,,,0.0025,0.0025,N,0.137,0.006,0.250,1.636275,0.0099500666,
GB_3m,GB,3,312,Sed_NA_240,2023-05-25,May,3,2178.2,2.1782,0.025,,100,NH3,100,sediment,6,9:19,16:23,7:04,6,,,0.0075,0.0075,N,0.137,0.006,0.250,1.63365,0.00993410417,
GB_3m,GB,3,313,Sed_NA_241,2023-05-25,May,1,2160,2.16,0.025,,200,NH3,200,sediment,6,9:21,16:27,7:06,7,,,0.042,0.042,N,0.137,0.006,0.250,1.62,0.009851099535,
GB_3m,GB,3,314,Sed_NA_242,2023-05-25,May,2,2172.4,2.1724,0.025,,200,NH3,200,sediment,6,9:21,16:27,7:06,7,,,0.0448,0.0448,N,0.137,0.006,0.250,1.6293,0.009907652144,
GB_3m,GB,3,315,Sed_NA_243,2023-05-25,May,3,2036.6,2.0366,0.025,,200,NH3,200,sediment,6,9:21,16:27,7:06,7,,,0.0406,0.0406,N,0.137,0.006,0.250,1.52745,0.009288309867,
GB_3m,GB,3,316,Sed_NA_244,2023-05-25,May,1,2119.1,2.1191,0.025,,500,NH3,500,sediment,6,9:23,16:32,7:09,7,,,0.2544,0.2544,N,0.137,0.006,0.250,1.589325,0.009664567141,
GB_3m,GB,3,317,Sed_NA_245,2023-05-25,May,2,2136.3,2.1363,0.025,,500,NH3,500,sediment,6,9:23,16:32,7:09,7,,,0.2506,0.2506,N,0.137,0.006,0.250,1.602225,0.009743011082,
GB_3m,GB,3,318,Sed_NA_246,2023-05-25,May,3,1991.8,1.9918,0.025,,500,NH3,500,sediment,6,9:23,16:32,7:09,7,,,0.2684,0.2684,N,0.137,0.006,0.250,1.49385,0.009083990766,
GB_3m,GB,3,319,Sed_NA_247,2023-05-25,May,1,2087.4,2.0874,0.025,,800,NH3,800,sediment,6,9:24,16:36,7:12,7,,,0.4798,0.4798,N,0.137,0.006,0.250,1.56555,0.009519993134,
GB_3m,GB,3,320,Sed_NA_248,2023-05-25,May,2,2192.2,2.1922,0.025,,800,NH3,800,sediment,6,9:24,16:36,7:12,7,,,0.4596,0.4596,N,0.137,0.006,0.250,1.64415,0.009997953889,
GB_3m,GB,3,321,Sed_NA_249,2023-05-25,May,3,2084.3,2.0843,0.025,,800,NH3,800,sediment,6,9:24,16:36,7:12,7,,,0.4687,0.4687,N,0.137,0.006,0.250,1.563225,0.009505854982,
GB_3m,GB,3,322,Sed_NA_250,2023-05-25,May,1,1944.7,1.9447,0.025,,1200,NH3,1200,sediment,6,9:26,16:40,7:14,7,,,0.7842,0.7842,N,0.137,0.006,0.250,1.458525,0.008869182068,
GB_3m,GB,3,323,Sed_NA_251,2023-05-25,May,2,2172.8,2.1728,0.025,,1200,NH3,1200,sediment,6,9:26,16:40,7:14,7,,,0.7081,0.7081,N,0.137,0.006,0.250,1.6296,0.009909476421,
GB_3m,GB,3,324,Sed_NA_252,2023-05-25,May,3,2093.2,2.0932,0.025,,1200,NH3,1200,sediment,6,9:26,16:40,7:14,7,,,0.3879,0.3879,Y,0.137,0.006,0.250,1.5699,0.009546445161,
SH_3m,SH,3,325,Sed_NA_253,2023-05-25,May,1,2050,2.05,0.025,,0,NH3,0,sediment,6,9:18,16:19,7:01,6,,,0.0028,0.0028,N,0.092,0.004,0.201,1.63795,0.006294926424,
SH_3m,SH,3,326,Sed_NA_254,2023-05-25,May,2,2000,2,0.025,,0,NH3,0,sediment,6,9:18,16:19,7:01,6,,,0.0073,0.0073,N,0.092,0.004,0.201,1.598,0.006141391633,
SH_3m,SH,3,327,Sed_NA_255,2023-05-25,May,3,1940,1.94,0.025,,0,NH3,0,sediment,6,9:18,16:19,7:01,6,,,0.0079,0.0079,N,0.092,0.004,0.201,1.55006,0.005957149884,
SH_3m,SH,3,328,Sed_NA_256,2023-05-25,May,1,2010,2.01,0.025,,100,NH3,100,sediment,6,9:19,16:23,7:04,7,,,0.0508,0.0508,N,0.092,0.004,0.201,1.60599,0.006172098591,
SH_3m,SH,3,329,Sed_NA_257,2023-05-25,May,2,2070,2.07,0.025,,100,NH3,100,sediment,6,9:19,16:23,7:04,7,,,0.0513,0.0513,N,0.092,0.004,0.201,1.65393,0.00635634034,
SH_3m,SH,3,330,Sed_NA_258,2023-05-25,May,3,2090,2.09,0.025,,100,NH3,100,sediment,6,9:19,16:23,7:04,7,,,0.0662,0.0662,N,0.092,0.004,0.201,1.66991,0.006417754257,
SH_3m,SH,3,331,Sed_NA_259,2023-05-25,May,1,2090,2.09,0.025,,200,NH3,200,sediment,6,9:21,16:29,7:08,7,,,0.1424,0.1424,N,0.092,0.004,0.201,1.66991,0.006417754257,
SH_3m,SH,3,332,Sed_NA_260,2023-05-25,May,2,1980,1.98,0.025,,200,NH3,200,sediment,6,9:21,16:29,7:08,7,,,0.1262,0.1262,N,0.092,0.004,0.201,1.58202,0.006079977717,
SH_3m,SH,3,333,Sed_NA_261,2023-05-25,May,3,2100,2.1,0.025,,200,NH3,200,sediment,6,9:21,16:29,7:08,7,,,0.1335,0.1335,N,0.092,0.004,0.201,1.6779,0.006448461215,
SH_3m,SH,3,334,Sed_NA_262,2023-05-25,May,1,2010,2.01,0.025,,500,NH3,500,sediment,6,9:23,16:31,7:08,7,,,0.3488,0.3488,N,0.092,0.004,0.201,1.60599,0.006172098591,
SH_3m,SH,3,335,Sed_NA_263,2023-05-25,May,2,2060,2.06,0.025,,500,NH3,500,sediment,6,9:23,16:31,7:08,7,,,0.3801,0.3801,N,0.092,0.004,0.201,1.64594,0.006325633382,
SH_3m,SH,3,336,Sed_NA_264,2023-05-25,May,3,2010,2.01,0.025,,500,NH3,500,sediment,6,9:23,16:31,7:08,7,,,0.3384,0.3384,N,0.092,0.004,0.201,1.60599,0.006172098591,
SH_3m,SH,3,337,Sed_NA_265,2023-05-25,May,1,2080,2.08,0.025,,800,NH3,800,sediment,6,9:25,16:33,7:08,7,,,0.5796,0.5796,N,0.092,0.004,0.201,1.66192,0.006387047299,
SH_3m,SH,3,338,Sed_NA_266,2023-05-25,May,2,1980,1.98,0.025,,800,NH3,800,sediment,6,9:25,16:33,7:08,7,,,0.6282,0.6282,N,0.092,0.004,0.201,1.58202,0.006079977717,
SH_3m,SH,3,339,Sed_NA_267,2023-05-25,May,3,2090,2.09,0.025,,800,NH3,800,sediment,6,9:25,16:33,7:08,7,,,0.5105,0.5105,N,0.092,0.004,0.201,1.66991,0.006417754257,
SH_3m,SH,3,340,Sed_NA_268,2023-05-25,May,1,2100,2.1,0.025,,1200,NH3,1200,sediment,6,9:26,16:41,7:15,7,,,0.8843,0.8843,N,0.092,0.004,0.201,1.6779,0.006448461215,
SH_3m,SH,3,341,Sed_NA_269,2023-05-25,May,2,2100,2.1,0.025,,1200,NH3,1200,sediment,6,9:26,16:41,7:15,7,,,0.8239,0.8239,N,0.092,0.004,0.201,1.6779,0.006448461215,
SH_3m,SH,3,342,Sed_NA_270,2023-05-25,May,3,1990,1.99,0.025,,1200,NH3,1200,sediment,6,9:27,16:41,7:14,7,,,0.9251,0.9251,N,0.092,0.004,0.201,1.59001,0.006110684675,
GB_10m,GB,10,343,Sed_NA_271,2023-05-25,May,1,2012.8,2.0128,0.025,,0,NH3,0,sediment,6,9:18,16:20,7:02,6,,,0.0098,0.0098,N,0.142,0.007,0.286,1.4371392,0.0095211116,
GB_10m,GB,10,344,Sed_NA_272,2023-05-25,May,2,2146.6,2.1466,0.025,,0,NH3,0,sediment,6,9:18,16:20,7:02,6,,,0.0069,0.0069,N,0.142,0.007,0.286,1.5326724,0.01015402333,
GB_10m,GB,10,345,Sed_NA_273,2023-05-25,May,3,2180,2.18,0.025,,0,NH3,0,sediment,6,9:18,16:20,7:02,6,,,0.0069,0.0069,N,0.142,0.007,0.286,1.55652,0.01031201475,
GB_10m,GB,10,346,Sed_NA_274,2023-05-25,May,1,2073.7,2.0737,0.025,,100,NH3,100,sediment,6,9:20,16:25,7:05,7,Alternate Lid,,0.0188,0.0188,N,0.142,0.007,0.286,1.4806218,0.009809185773,
GB_10m,GB,10,347,Sed_NA_275,2023-05-25,May,2,2072.4,2.0724,0.025,,100,NH3,100,sediment,6,9:20,16:25,7:05,7,,,0.0147,0.0147,N,0.142,0.007,0.286,1.4796936,0.009803036407,
GB_10m,GB,10,348,Sed_NA_276,2023-05-25,May,3,2012.8,2.0128,0.025,,100,NH3,100,sediment,6,9:20,16:25,7:05,7,,,0.0212,0.0212,N,0.142,0.007,0.286,1.4371392,0.0095211116,
GB_10m,GB,10,349,Sed_NA_277,2023-05-25,May,1,2175.8,2.1758,0.025,,200,NH3,200,sediment,6,9:22,16:28,7:06,7,,,0.0611,0.0611,N,0.142,0.007,0.286,1.5535212,0.01029214756,
GB_10m,GB,10,350,Sed_NA_278,2023-05-25,May,2,2141,2.141,0.025,,200,NH3,200,sediment,6,9:22,16:28,7:06,7,,,0.0584,0.0584,N,0.142,0.007,0.286,1.528674,0.01012753375,
GB_10m,GB,10,351,Sed_NA_279,2023-05-25,May,3,21843,21.843,0.025,,200,NH3,200,sediment,6,9:22,16:28,7:06,7,,,0.0536,0.0536,N,0.142,0.007,0.286,15.595902,0.1033235496,
GB_10m,GB,10,352,Sed_NA_280,2023-05-25,May,1,1997.1,1.9971,0.025,,500,NH3,500,sediment,6,9:24,16:30,7:06,7,,,0.289,0.289,N,0.142,0.007,0.286,1.4259294,0.009446846172,
GB_10m,GB,10,353,Sed_NA_281,2023-05-25,May,2,2172.5,2.1725,0.025,,500,NH3,500,sediment,6,9:24,16:30,7:06,7,,,0.2512,0.2512,N,0.142,0.007,0.286,1.551165,0.01027653763,
GB_10m,GB,10,354,Sed_NA_282,2023-05-25,May,3,2000,2,0.025,,500,NH3,500,sediment,6,9:24,16:30,7:06,7,,,0.2753,0.2753,N,0.142,0.007,0.286,1.428,0.00946056399,
GB_10m,GB,10,355,Sed_NA_283,2023-05-25,May,1,2100,2.1,0.025,,800,NH3,800,sediment,6,9:25,16:38,7:13,7,,,0.4454,0.4454,N,0.142,0.007,0.286,1.4994,0.00993359219,
GB_10m,GB,10,356,Sed_NA_284,2023-05-25,May,2,2200,2.2,0.025,,800,NH3,800,sediment,6,9:25,16:38,7:13,7,,,0.425,0.425,N,0.142,0.007,0.286,1.5708,0.01040662039,
GB_10m,GB,10,357,Sed_NA_285,2023-05-25,May,3,2200,2.2,0.025,,800,NH3,800,sediment,6,9:25,16:38,7:13,7,,,0.4141,0.4141,N,0.142,0.007,0.286,1.5708,0.01040662039,
GB_10m,GB,10,358,Sed_NA_286,2023-05-25,May,1,2100,2.1,0.025,,1200,NH3,1200,sediment,6,9:27,16:44,7:17,8,,,0.8068,0.8068,N,0.142,0.007,0.286,1.4994,0.00993359219,
GB_10m,GB,10,359,Sed_NA_287,2023-05-25,May,2,2100,2.1,0.025,,1200,NH3,1200,sediment,6,9:27,16:44,7:17,8,,,0.7995,0.7995,N,0.142,0.007,0.286,1.4994,0.00993359219,
GB_10m,GB,10,360,Sed_NA_288,2023-05-25,May,3,2200,2.2,0.025,,1200,NH3,1200,sediment,6,9:27,16:44,7:17,8,,,0.8261,0.8261,N,0.142,0.007,0.286,1.5708,0.01040662039,
BW0.5m,BW,0.5,361,Biofilm_NA_37,2023-05-24,May,1,2100,2.1,0.025,,0,NH3,0,biofilm,6,9:31,16:47,7:16,8,,,0.0047,0.0047,N,1.556,,,,3.2676,
BW0.5m,BW,0.5,362,Biofilm_NA_38,2023-05-24,May,2,2030,2.03,0.025,,0,NH3,0,biofilm,6,9:31,16:47,7:16,8,,,0.0069,0.0069,N,1.556,,,,3.1587,
BW0.5m,BW,0.5,363,Biofilm_NA_39,2023-05-24,May,3,2060,2.06,0.025,,0,NH3,0,biofilm,6,9:31,16:47,7:16,8,,,0.0003,0.0003,N,1.556,,,,3.2054,
BW0.5m,BW,0.5,364,Biofilm_NA_40,2023-05-24,May,1,2030,2.03,0.025,,100,NH3,100,biofilm,6,9:33,16:54,7:21,8,,,0.0035,0.0035,N,1.556,,,,3.1587,
BW0.5m,BW,0.5,365,Biofilm_NA_41,2023-05-24,May,2,2040,2.04,0.025,,100,NH3,100,biofilm,6,9:33,16:54,7:21,8,,,0.0304,0.0304,N,1.556,,,,3.1742,
BW0.5m,BW,0.5,366,Biofilm_NA_42,2023-05-24,May,3,2010,2.01,0.025,,100,NH3,100,biofilm,6,9:33,16:54,7:21,8,,,0.017,0.017,N,1.556,,,,3.1276,
BW0.5m,BW,0.5,367,Biofilm_NA_43,2023-05-24,May,1,2050,2.05,0.025,,200,NH3,200,biofilm,6,9:35,16:55,7:20,8,,,0.0081,0.0081,N,1.556,,,,3.1898,
BW0.5m,BW,0.5,368,Biofilm_NA_44,2023-05-24,May,2,2000,2,0.025,,200,NH3,200,biofilm,6,9:35,16:55,7:20,8,,,0.0093,0.0093,N,1.556,,,,3.1120,
BW0.5m,BW,0.5,369,Biofilm_NA_45,2023-05-24,May,3,2030,2.03,0.025,,200,NH3,200,biofilm,6,9:35,16:55,7:20,8,,,0.0233,0.0233,N,1.556,,,,3.1587,
BW0.5m,BW,0.5,370,Biofilm_NA_46,2023-05-24,May,1,2080,2.08,0.025,,500,NH3,500,biofilm,6,9:36,17:00,7:24,8,,,0.1291,0.1291,N,1.556,,,,3.2365,
